HCP.L
ITS2.L
ITRK.L
ITQ.L
ITPS.L
ITM.L
ITKY.L
ITE.L
ITA.L
LCA.L
LBUL.L
LBRZ.L
LBRT.L
LBB.L
LAUU.L
LAUD.L
LAU3.L
LAS.L
LAND.L
LAM.L
LALU.L
LALL.L
LAGA.L
LAD.L
L250.L
L100.L
KYS.L
KWI.L
LEAL.L
LEAF.L
LDSG.L
LDP.L
LCTY.L
LCTO.L
LCOU.L
LCOR.L
LCOP.L
LCOG.L
LCOE.L
LCOC.L
LCNY.L
LCNE.L
LCHU.L
LCHF.L
LCG.L
LCFE.L
LCAU.L
LCAD.L
KBC.L
KAZ.L
KAY.L
KADA.L
JZCP.L
JUSC.L
JUP.L
JUB.L
JSS.L
JSJS.L
JSG.L
JRVS.L
JRS.L
JRIC.L
JPS.L
JPR.L
JPP3.L
JPI.L
JPGB.L
KUBC.L
KSK.L
KSI.L
KLR.L
KLN.L
KIT.L
KIE.L
KIBO.L
KGLD.L
KGF.L
KFX.L
KENZ.L
KENV.L
KEFI.L
KED.L
KEA.L
KDR.L
KCOM.L
KBT.L
KBE.L
IFFF.L
IEUX.L
IEUT.L
IEUR.L
IEUA.L
IESP.L
IESE.L
IERE.L
IEML.L
IEMI.L
IEMB.L
IEM.L
IEGZ.L
IEGY.L
IEGA.L
IEER.L
IEEM.L
IEDY.L
IEBC.L
IH2O.L
IGWD.L
IGUS.L
IGSU.L
IGRE.L
IGR.L
IGP.L
IGLT.L
IGLS.L
IGLN.L
IGG.L
IGEA.L
IGE.L
IGC.L
IGAS.L
IFRB.L
IFRA.L
IFM.L
IFL.L
IFIN.L
IBGS.L
IBGM.L
IBGL.L
IBGE.L
IBEL.L
IBCI.L
IAUT.L
IAUP.L
IAT.L
IASP.L
IAPD.L
IAP.L
IAG.L
IAEX.L
IAEM.L
IAAA.L
HZM.L
HZAR.L
HYR.L
IDVY.L
IDRM.L
IDRE.L
IDRC.L
IDRA.L
IDOX.L
IDM.L
IDJV.L
IDJG.L
IDH.L
IDG.L
IDEU.L
ICP.L
ICB.L
IBZL.L
IBTS.L
IBTM.L
IBT.L
IBPO.L
IBGX.L
IPEL.L
IPDM.L
IONB.L
IOM.L
IOL.L
IOGP.L
IOF.L
INXG.L
INVU.L
INVP.L
INV.L
INTQ.L
INSE.L
INS.L
INRG.L
INPP.L
INLD.L
INL.L
INFR.L
IRP.L
IRON.L
IRG.L
IRF.L
IRCP.L
IQE.L
IPXJ.L
IPX.L
IPU.L
IPT.L
IPSA.L
IPS.L
IPRV.L
IPRP.L
IPP.L
IPOL.L
IPO.L
IPLT.L
IPI.L
IPF.L
IMEX.L
IMEU.L
IME.L
IMAC.L
ILX.L
ILI.L
IKOR.L
IKA.L
IJPN.L
IJPH.L
IJPE.L
IITB.L
IIT.L
IIP.L
III.L
IHYU.L
IHYG.L
IHUK.L
IHG.L
INFA.L
INF.L
INDW.L
INDU.L
INDI.L
INDG.L
INDE.L
IND.L
INCH.L
INCA.L
INC.L
INB.L
INAA.L
IMTK.L
IMT.L
IMM.L
IMIC.L
IMIB.L
IMI.L
IMG.L
AXS.L
AXM.L
AVV.L
AVS.L
AVR.L
AVP.L
AVON.L
AVO.L
AVN.L
AVM.L
AVIA.L
AVG.L
AVCT.L
AVC.L
AVAP.L
AVA.L
AV/.L
AURR.L
AUR.L
BCAP.L
BBY.L
BBGI.L
BBE.L
BBB.L
BBA.L
BATS.L
BARS.L
BARC.L
BAO.L
BAG.L
BAF.L
BAE.L
BABS.L
BAB.L
BA/.L
AZN.L
AZEM.L
AYM.L
ASPL.L
ASM.L
ASL.L
ASHM.L
ASH.L
ASCH.L
ASC.L
ASBE.L
ARTL.L
ARTA.L
ARR.L
ARP.L
ARM.L
ARI.L
ARGO.L
ARG.L
AREO.L
ARDN.L
ARCL.L
AUP3.L
AUMP.L
AUL.L
AUK.L
AUGB.L
AUG.L
AUCO.L
ATY.L
ATUK.L
ATST.L
ATS.L
ATK.L
ATH.L
ATG.L
ATC.L
ASY.L
ASW.L
ASTO.L
ASTA.L
AST.L
BPI.L
BPC.L
BP/.L
BOY.L
BOU.L
BOR.L
BOL.L
BOK.L
BOD.L
BNZL.L
BNKR.L
BMY.L
BMTO.L
BMS.L
BMR.L
BMN.L
BLZ.L
BLVN.L
BLV.L
BRT.L
BRSN.L
BRSC.L
BRNT.L
BRNE.L
BRLA.L
BRK.L
BRIG.L
BRIC.L
BRH.L
BRGE.L
BRFI.L
BREE.L
BRDY.L
BRCI.L
BRBY.L
BRAM.L
BQE.L
BPTY.L
BPM.L
BHGG.L
BGS.L
BGO.L
BGFD.L
BGEO.L
BGBL.L
BG/.L
BEZ.L
BET.L
BEST.L
BES.L
BEM.L
BEH.L
BEG.L
BEE.L
BED.L
BDI.L
BDEV.L
BCB.L
BLUR.L
BLU.L
BLT.L
BLP.L
BLNX.L
BLND.L
BLEY.L
BLCK.L
BKSA.L
BKG.L
BJU.L
BISI.L
BIP.L
BIOM.L
BIOG.L
BILN.L
BILL.L
BHY.L
BHR.L
BHMG.L
AFN.L
AFMF.L
AFE.L
AFCR.L
AFC.L
AEX.L
AER.L
AEP.L
AEO.L
AEN.L
AEG.L
AEC.L
ADT.L
ADS.L
ADN.L
ADMF.L
ADM.L
ADIS.L
ADI.L
AGRY.L
AGRL.L
AGRI.L
AGRG.L
AGRE.L
AGR.L
AGQ.L
AGP.L
AGOL.L
AGLS.L
AGL.L
AGK.L
AGIT.L
AGCU.L
AGCG.L
AGCE.L
AGA.L
AFS.L
AFR.L
AFPO.L
ABG.L
ABF.L
ABD.L
ABC.L
ABB.L
ABAA.L
AAZ.L
AAVC.L
AAU.L
AAT.L
AAS.L
AAL.L
AAIF.L
888.L
3LEG.L
3IN.L
3DR.L
2020.L
14NY.L
ADH.L
ACZ.L
ACU.L
ACTI.L
ACTG.L
ACTE.L
ACTA.L
ACR.L
ACO.L
ACMG.L
ACM.L
ACL.L
ACHP.L
ACE.L
ACC.L
ABTX.L
ABR.L
ABM.L
ABL.L
ABH.L
AND.L
ANCR.L
AN/.L
AMS.L
AMR.L
AMP.L
AMO.L
AML.L
AMI.L
AMER.L
AMEI.L
AMEC.L
AME.L
AMC.L
AMA.L
ALY.L
ALUU.L
ALUM.L
ALUG.L
ARCH.L
ARC.L
ARBB.L
ARA.L
AR/.L
APT.L
APS.L
APR.L
API.L
APH.L
APF.L
APC.L
AOR.L
AOF.L
ANW.L
ANTP.L
ANTO.L
ANR.L
ANP.L
ANGM.L
AIS.L
AIP.L
AIGX.L
AIGS.L
AIGP.L
AIGO.L
AIGL.L
AIGI.L
AIGG.L
AIGE.L
AIGC.L
AIGA.L
AIEA.L
AIE.L
AHT.L
AHG.L
AGY.L
AGTA.L
AGS.L
ALUE.L
ALU.L
ALT.L
ALR.L
ALPH.L
ALO.L
ALMU.L
ALMG.L
ALME.L
ALLG.L
ALL.L
ALK.L
ALF.L
ALBA.L
ALAI.L
AKT.L
AKR.L
AJG.L
AIT.L
AISI.L
DGB.L
DESC.L
DES2.L
DES.L
DEMG.L
DEL2.L
DEB.L
DEA.L
DDD.L
DCP.L
DCI.L
DCG.L
DCD.L
DAY.L
DAN.L
DAB.L
CYN.L
CYAN.L
CXM.L
DNLM.L
DNE.L
DNDL.L
DNA2.L
DNA.L
DMGT.L
DLN.L
DLM.L
DLG.L
DLC.L
DLAR.L
DJMC.L
DJAN.L
DIVI.L
DISW.L
DIL2.L
DIG.L
DIA.L
DI3O.L
DGE.L
CRX.L
CRW.L
CRV.L
CRUD.L
CRU.L
CRS.L
CRPR.L
CRO.L
CRNU.L
CRNG.L
CRNE.L
CRM.L
CRL.L
CRHL.L
CRG.L
CRE.L
CRDU.L
CRDG.L
CRDE.L
CWR.L
CWK.L
CWC.L
CVSG.L
CUP.L
CTY.L
CTR.L
CTO.L
CTI.L
CTH.L
CTG.L
CTEK.L
CSSG.L
CSRT.L
CSR.L
CSN.L
CSLT.L
CSG.L
CSFG.L
CSCG.L
ELE.L
ELCO.L
ELA.L
EKT.L
EKF.L
EIIB.L
EIH.L
EHR.L
EHP.L
EGX.L
EGS.L
EFM.L
EEXF.L
EEX5.L
EEP.L
EDR.L
EDP.L
EDL.L
EDIN.L
ENRT.L
ENRG.L
ENRE.L
ENRC.L
ENQ.L
ENGI.L
ENER.L
ENEG.L
ENEF.L
EMR.L
EMLB.L
EMIS.L
EMG.L
EMED.L
EME.L
EMCR.L
EM40.L
ELTA.L
ELM.L
ELH.L
DTG.L
DTE.L
DSN.L
DSG.L
DSC.L
DRX.L
DRV.L
DRTY.L
DRS.L
DRG.L
DREF.L
DQE.L
DPP.L
DPLM.L
DPH.L
DOTD.L
DOM.L
DODS.L
DNO.L
EDA.L
ECWO.L
ECV.L
ECR.L
ECM.L
ECK.L
ECDC.L
ECAP.L
EBQ.L
EBP.L
EAS.L
EAH.L
E2V.L
DXNS.L
DWHT.L
DVW.L
DVO.L
DUPD.L
DTY.L
DTL.L
CEPS.L
CEO.L
CEB.L
CDY.L
CDI.L
CDFF.L
CDC.L
CCT.L
CCP.L
CCL.L
CCC.L
CCAP.L
CBG.L
CAY.L
CAU.L
CATL.L
CATF.L
CARB.L
CAR.L
CHRT.L
CHL.L
CHH.L
CHGB.L
CHG.L
CHAR.L
CHA.L
CGW.L
CGT.L
CGS.L
CGOP.L
CGNR.L
CGL.L
CGH.L
CGG.L
CFYN.L
CFX.L
CFGP.L
CFC.L
CEY.L
BVS.L
BVM.L
BVIC.L
BVC.L
BUT.L
BUR.L
BUMI.L
BULL.L
BTG.L
BTEM.L
BT/A.L
BSY.L
BSST.L
BSRT.L
BSP.L
BSET.L
BRY.L
BRWM.L
BRW.L
CAPD.L
CAPC.L
CAP.L
CAO.L
CAML.L
CAMB.L
CAM.L
CAL.L
CAGB.L
CAF.L
CAE.L
CAD.L
C21.L
BZT.L
BZM.L
BYOT.L
BYG.L
BXP.L
BWY.L
BWNG.L
COPA.L
COP.L
CONU.L
CONG.L
CONE.L
CON.L
COMS.L
COMF.L
COLT.L
COFF.L
COCU.L
COCO.L
COCG.L
COCE.L
COB.L
COAL.L
CNS.L
CNR.L
CNN.L
CRDA.L
CRAW.L
CRA.L
CPX.L
CPW.L
CPT.L
CPR.L
CPP.L
CPI.L
CPG.L
CPEH.L
CPE.L
COUK.L
COTN.L
COST.L
CORP.L
CORN.L
COPU.L
COPG.L
COPE.L
CLTV.L
CLON.L
CLNR.L
CLLN.L
CLL.L
CLIN.L
CLIG.L
CLI.L
CLEA.L
CLDN.L
CLA.L
CKSN.L
CKN.L
CIU.L
CIRC.L
CINE.L
CIN.L
CIC.L
CHW.L
CNMI.L
CNKS.L
CNEL.L
CNE.L
CNC.L
CNA.L
CMX.L
CMS.L
CML.L
CMIP.L
CMI.L
CMHY.L
CMH.L
CMDJ.L
CMDG.L
CMDE.L
CMCI.L
CMCG.L
CMCE.L
CMB.L
SPFL.L
SPET.L
SPE.L
SPD.L
SPAL.L
SPA.L
SP5G.L
SOYU.L
SOYO.L
SOYG.L
SOYE.L
SOYB.L
SOU.L
SORB.L
SOM.L
SOLO.L
SOLG.L
SOIL.L
SOI.L
SQZ.L
SQS.L
SPXS.L
SPX.L
SPT.L
SPSY.L
SPSM.L
SPRT.L
SPR.L
SPPT.L
SPPC.L
SPO.L
SPMT.L
SPLA.L
SPL.L
SPK.L
SPHR.L
SPH.L
SPGH.L
SMT.L
SMS.L
SMP.L
SML.L
SMJ.L
SMIN.L
SMEA.L
SMDS.L
SMDR.L
SMA.L
SLXX.L
SLVU.L
SLVR.L
SLVG.L
SLVE.L
SLST.L
SLS.L
SLP.L
SLNG.L
SOG.L
SOFF.L
SNZD.L
SNX.L
SNTY.L
SNT.L
SNS.L
SNRP.L
SNRG.L
SNR.L
SNOK.L
SNIK.L
SNGA.L
SNG.L
SNEY.L
SND.L
SNCL.L
SNAK.L
SN/.L
SMWH.L
SVCA.L
SUS.L
SUP3.L
SUN.L
SUMM.L
SULA.L
SUK2.L
SUH.L
SUGU.L
SUGG.L
SUGE.L
SUGA.L
STZ.L
STY.L
STVG.L
STT.L
STS.L
STOB.L
STM.L
SYR.L
SYP3.L
SYM.L
SYG.L
SXX.L
SXS.L
SWP.L
SWL.L
SWJ.L
SWEA.L
SWDA.L
SWAP.L
SVT.L
SVS.L
SVR.L
SVO.L
SVM.L
SVI.L
SVG.L
SVE.L
SSP.L
SSOB.L
SSLV.L
SSIL.L
SSFT.L
SSEK.L
SSE.L
SSAM.L
SRX.L
SRT.L
SRSP.L
SRSA.L
SRP.L
SRO.L
SRG.L
SRES.L
SREI.L
SRE.L
SRB.L
STL.L
STJ.L
STIM.L
STI.L
STHY.L
STHR.L
STGR.L
STG.L
STEL.L
STE.L
STCM.L
STB.L
STAW.L
STAN.L
STAF.L
STAA.L
SSYO.L
SSY.L
SSUG.L
SST.L
SCHE.L
SCFE.L
SCF.L
SCE.L
SCAN.L
SCAM.L
SCAD.L
SC/.L
SBUL.L
SBT.L
SBS.L
SBRY.L
SBRT.L
SBLM.L
SBD.L
SAVG.L
SAUS.L
SAUD.L
SAU3.L
SDV.L
SDU.L
SDR.L
SDP.L
SDM.L
SDL.L
SDI.L
SCTO.L
SCPA.L
SCP.L
SCOV.L
SCOR.L
SCOP.L
SCOC.L
SCO.L
SCNY.L
SCN.L
SCLP.L
SCIN.L
SCHF.L
RUR.L
RUG.L
RTWO.L
RTT.L
RTO.L
RTN.L
RTG.L
RTC.L
RSW.L
RST.L
RSS.L
RSOX.L
RSL.L
RSA.L
RRS.L
RRR.L
RRF.L
RR/.L
RQIH.L
SAR.L
SAPO.L
SAP3.L
SALU.L
SALL.L
SAL.L
SAGR.L
SAG.L
SAFE.L
SAF.L
SACC.L
SAB.L
SAA.L
S250.L
S100.L
RXP.L
RWS.L
RWA.L
RVG.L
RUS.L
SIXH.L
SIV.L
SINR.L
SIMT.L
SIM.L
SILU.L
SILG.L
SILE.L
SIHL.L
SID.L
SIAG.L
SIA.L
SHRS.L
SHRE.L
SHP.L
SHOK.L
SHLP.L
SHIP.L
SHI.L
SLN.L
SLME.L
SLI.L
SLHO.L
SLG.L
SLET.L
SLEA.L
SLE.L
SLCT.L
SL/.L
SKYW.L
SKS.L
SKR.L
SKP.L
SKHG.L
SKGB.L
SJPY.L
SJPA.L
SJP3.L
SJG.L
SGAS.L
SFR.L
SEY.L
SEV.L
SEUR.L
SEU3.L
SER.L
SEPU.L
SEP.L
SEMS.L
SEMA.L
SEGR.L
SEE.L
SEC.L
SEAG.L
SEA.L
SE15.L
SDY.L
SDVZ.L
SHG.L
SHFT.L
SHEA.L
SHB.L
SGRO.L
SGRA.L
SGR.L
SGP.L
SGO.L
SGM.L
SGLO.L
SGLD.L
SGIL.L
SGI.L
SGE.L
SGCC.L
SGC.L
SGBS.L
SGBP.L
SGB3.L
WKP.L
WINK.L
WIND.L
WIN.L
WIL.L
WHTU.L
WHTG.L
WHTE.L
WHL.L
WHI.L
WHEU.L
WHEG.L
WHEE.L
WGP.L
WGB.L
WG/.L
WET.L
WEIR.L
WEB.L
WTAN.L
WSX.L
WST.L
WSP.L
WSL.L
WSI.L
WSG.L
WSBN.L
WRN.L
WRES.L
WPR.L
WPP.L
WPC.L
WOS.L
WORK.L
WOR.L
WOOD.L
WNER.L
WMH.L
WLF.L
VP/.L
VOLT.L
VOLS.L
VOG.L
VOF.L
VOD.L
VNL.L
VNI.L
VNH.L
VNET.L
VMP.L
VML.L
VLX.L
VLK.L
VLE.L
VIY.L
VIXS.L
VIS.L
VIP.L
WEAT.L
WDMV.L
WCW.L
WBN.L
WATR.L
WAND.L
WALG.L
WAFM.L
VWRD.L
VUSA.L
VUKE.L
VTU.L
VTC.L
VSXY.L
VSTX.L
VSA.L
VRP.L
VPP.L
VPHA.L
VPF.L
XUSD.L
XURA.L
XTR.L
XTI1.L
XTA.L
XSIL.L
XSIH.L
XRH0.L
XPS.L
XPP.L
XPLA.L
XPAL.L
XNI1.L
XMJG.L
XLYS.L
XLVS.L
XLUS.L
XLPS.L
XLKS.L
ZZZ.L
ZYT.L
ZTR.L
ZTF.L
ZOX.L
ZOO.L
ZOL.L
ZIOC.L
ZINU.L
ZING.L
ZINE.L
ZINC.L
ZATT.L
YULC.L
YUJ.L
YOU.L
YNGN.L
YCI.L
XXIC.L
XWXU.L
XCT8.L
XCT7.L
XCT6.L
XCT5.L
XCT2.L
XCO1.L
XCH.L
XCAP.L
XAR.L
WYN.L
WYG.L
WWH.L
WTR.L
WTM.L
WTL.L
WTI.L
WTH.L
WTE.L
WTB.L
XLIS.L
XLFS.L
XLES.L
XLBS.L
XHFG.L
XHFD.L
XGT.L
XGLS.L
XGLI.L
XGLD.L
XG7C.L
XET8.L
XET7.L
XET6.L
XET5.L
XEN.L
XEM8.L
XCTS.L
XCTO.L
XCT9.L
TNG.L
TND.L
TNCI.L
TMZ.L
TMW.L
TMT.L
TMPL.L
TMMG.L
TMC.L
TLY.L
TLW.L
TLPR.L
TLDH.L
TLA.L
TJI.L
TIR.L
TINM.L
TIK.L
TIGT.L
TRD.L
TRCS.L
TRC.L
TRBO.L
TRB.L
TRAP.L
TRAK.L
TPV.L
TPT.L
TPK.L
TPJ.L
TPF.L
TOYE.L
TOPC.L
TON.L
TOM.L
TNOW.L
TNOA.L
TNO.L
TNI.L
TCY.L
TCT.L
TCSC.L
TCN.L
TCM.L
TCG.L
TCF.L
TCA.L
TAW.L
TAU.L
TATE.L
TAST.L
TAN.L
TAM.L
TALV.L
TALK.L
TAL.L
TAIH.L
SZIC.L
TIG.L
TIDE.L
THT.L
THRG.L
THR.L
THG.L
THAL.L
TGL.L
TFW.L
TFL.L
TEX.L
TET.L
TEP.L
TEM.L
TELW.L
TEL.L
TEIF.L
TEG.L
TEF.L
TED.L
USGB.L
US57.L
US13.L
US10.L
URU.L
URGB.L
URA.L
UNG.L
ULVR.L
ULT.L
ULE.L
UKT.L
UKR.L
UKMV.L
UKM.L
UKCM.L
UKC.L
UGAS.L
UFG.L
VIN.L
VGOV.L
VGM.L
VGAS.L
VER.L
VED.L
VEC.L
VDN.L
VDEM.L
VCT.L
VCP.L
VAL.L
UVEL.L
UU/.L
UTW.L
UTV.L
UTN.L
UTIW.L
UTG.L
USP3.L
TSW.L
TSTR.L
TSTL.L
TSG.L
TSCO.L
TRYS.L
TRY.L
TRX.L
TRV.L
TRT.L
TRS.L
TRP.L
TRMA.L
TRK.L
TRIC.L
TRI.L
TRG.L
TREE.L
TRE.L
UEP.L
UEN.L
UEM.L
UDG.L
UCP.L
UCG.L
UBM.L
UBI.L
UBC.L
TYR.L
TYM.L
TXO.L
TXH.L
TWL.L
TW/.L
TVZ.L
TTV.L
TTR.L
TTG.L
TT/.L
MTEC.L
MTE.L
MTC.L
MTA.L
MSYS.L
MSUU.L
MSUG.L
MSUE.L
MSLH.L
MSI.L
MSG.L
MRX.L
MRW.L
MRO.L
MRM.L
MRCH.L
MRC.L
MPO.L
MPLE.L
MXCS.L
MXBS.L
MWY.L
MWGT.L
MWG.L
MWE.L
MWB.L
MWA.L
MVI.L
MUT.L
MUR.L
MUL.L
MUBL.L
MTW.L
MTVW.L
MTV.L
MTU.L
MTO.L
MTL.L
MTH.L
MMC.L
MLIN.L
MLD.L
MLC.L
MKS.L
MKLW.L
MJW.L
MIX.L
MIRL.L
MIRA.L
MIR.L
MIO.L
MINT.L
MIN.L
MIGT.L
MIDD.L
MHUU.L
MHG.L
MHDU.L
MPI.L
MPE.L
MOSB.L
MOS.L
MORT.L
MONY.L
MONI.L
MOMT.L
MOIL.L
MOGP.L
MOG.L
MNZS.L
MNP.L
MNL.L
MNKS.L
MNGS.L
MNDI.L
MMP.L
MMO.L
MMF.L
NOVA.L
NOP.L
NOGB.L
NMG.L
NMD.L
NMC.L
NII.L
NICL.L
NICK.L
NGR.L
NGL.L
NGG.L
NGAS.L
NGAF.L
NG/.L
NFTY.L
NFC.L
NEX.L
NEW.L
NVTA.L
NVT.L
NVA.L
NUM.L
NUKE.L
NTV.L
NTQ.L
NTOG.L
NTLG.L
NTG.L
NTBR.L
NTA.L
NSN.L
NSI.L
NSH.L
NRRP.L
NRR.L
NRI.L
NRGW.L
NPT.L
NATG.L
NATE.L
NASA.L
NAS.L
NARS.L
NAR.L
NANO.L
NAND.L
NAK.L
NAIT.L
NAD.L
MYXR.L
MYT.L
MYI.L
MXP.L
MXM.L
MXIS.L
MXFS.L
MXF.L
NETD.L
NET.L
NEPI.L
NEOS.L
NCON.L
NCLU.L
NCLG.L
NCLE.L
NCCL.L
NCC.L
NBU.L
NBR.L
NBPO.L
NBP.L
NBNK.L
NBLS.L
NBL.L
NBI.L
NBB.L
NATU.L
LOQ.L
LOOK.L
LONR.L
LONG.L
LOND.L
LOK.L
LOIL.L
LOGP.L
LNZD.L
LNRG.L
LNOK.L
LNIK.L
LNGA.L
LNFT.L
LNEY.L
LND.L
LMUS.L
LMT.L
LMS.L
LSP.L
LSOB.L
LSLI.L
LSL.L
LSIL.L
LSI.L
LSFT.L
LSEK.L
LSE.L
LSC.L
LSAF.L
LRM.L
LRE.L
LRD.L
LQDE.L
LPMT.L
LPLA.L
LPH.L
LPET.L
LPA.L
LHD.L
LGT.L
LGRA.L
LGO.L
LGEN.L
LGCU.L
LGBP.L
LGB3.L
LGAS.L
LFI.L
LFAS.L
LEUR.L
LEU3.L
LEME.L
LEG.L
LEF.L
LEEU.L
LEED.L
LED.L
LMI.L
LMBT.L
LLST.L
LLOY.L
LLHO.L
LLEA.L
LLCT.L
LLAT.L
LKUU.L
LJPY.L
LJP3.L
LIVE.L
LIVD.L
LIV.L
LIO.L
LINR.L
LIND.L
LIME.L
LID.L
LHEO.L
MDC.L
MCT.L
MCRO.L
MCRB.L
MCP.L
MCM.L
MCKS.L
MCGN.L
MCB.L
MBW.L
MBT.L
MBO.L
MBH.L
MBE.L
MAYG.L
MAX.L
MATW.L
MATD.L
MATA.L
MGNS.L
MGGT.L
MGCR.L
MFX.L
MFW.L
MFP.L
METS.L
METP.L
METL.L
MET.L
MES.L
MER.L
MEN.L
MEI.L
MEDI.L
MEDG.L
MEC.L
MDZ.L
MDW.L
MDM.L
LWB.L
LWAT.L
LVSG.L
LVD.L
LUP.L
LUK2.L
LUD.L
LTS.L
LTPX.L
LTNG.L
LTIM.L
LTI.L
LTHM.L
LTC.L
LTAM.L
LSYO.L
LSUG.L
LSR.L
LSPU.L
MASA.L
MARS.L
MARL.L
MAR.L
MAN.L
MAJE.L
MAI.L
MAGP.L
MAE.L
MACF.L
MAC.L
MAB.L
LZYE.L
LZIC.L
LXB.L
LWT.L
LWOR.L
LWI.L
LWEA.L
LWDB.L
PSRF.L
PSRE.L
PSRD.L
PSRA.L
PSPI.L
PSON.L
PSN.L
PSL.L
PSHO.L
PSGA.L
PSES.L
PSBW.L
PRZ.L
PRW.L
PRV.L
PRU.L
PRS.L
PRP.L
PRO.L
